DESIGN SR56
15 18 5 5 3
1 2 3 4 5
6 7 8 9 10
11 12 13 14 15
1 7 3 14 15
6 12 8 4 5
11 2 13 9 10
1 7 13 9 5
6 12 3 14 10
11 2 8 4 15
1 2 8 14 10
6 7 13 4 15
11 12 3 9 5
1 12 13 4 10
6 2 3 9 15
11 7 8 14 5
1 12 8 9 15
6 2 13 14 5
11 7 3 4 10
