DESIGN R137
9 9 5 3 3
1 3 4 6 7
2 4 5 7 8
3 5 6 8 9
4 6 7 9 1
5 7 8 1 2
6 8 9 2 3
7 9 1 3 4
8 1 2 4 5
9 2 3 5 6
