DESIGN S66
20 10 8 5 4
1 6 11 16 2 7 12 17
2 7 12 17 3 8 13 18
3 8 13 18 4 9 14 19
4 9 14 19 5 10 15 20
5 10 15 20 1 6 11 16
1 6 11 16 3 8 13 18
2 7 12 17 4 9 14 19
3 8 13 18 5 10 15 20
4 9 14 19 1 6 11 16
5 10 15 20 2 7 12 17
