DESIGN SR90
12 9 8 4 3
1 3 8 6 2 5 7 4
1 7 4 10 6 5 11 12
1 11 12 2 10 5 3 8
9 7 12 6 2 1 11 8
9 11 8 10 6 1 3 4
9 3 4 2 10 1 7 12
5 11 4 6 2 9 3 12
5 3 12 10 6 9 7 8
5 7 8 2 10 9 11 4
