DESIGN SR66
12 8 6 6 2
1 2 3 4 5 6
7 8 9 10 5 6
1 2 9 10 11 12
7 8 3 4 11 12
10 5 12 1 8 3
4 5 12 7 2 9
4 11 6 1 8 9
10 11 6 7 2 3
