DESIGN SR24
9 18 3 3 3
1 2 3
4 5 6
7 8 9
1 3 5
4 6 8
2 7 9
1 6 8
4 2 9
3 5 7
1 2 6
4 5 9
3 7 8
1 5 9
3 4 8
2 6 7
1 8 9
2 3 4
5 6 7
