DESIGN R143
12 12 5 3 4
1 2 4 7 10
2 3 5 8 11
3 4 6 9 12
4 5 7 10 1
5 6 8 11 2
6 7 9 12 3
7 8 10 1 4
8 9 11 2 5
9 10 12 3 6
10 11 1 4 7
11 12 2 5 8
12 1 3 6 9
