DESIGN SR91
16 12 8 8 2
9 10 3 12 13 14 7 8
13 10 14 15 1 11 4 8
9 2 11 12 5 14 15 16
1 10 3 12 13 6 15 16
1 2 11 4 13 14 7 16
1 2 3 14 5 12 15 8
13 6 15 16 9 2 3 4
5 14 4 16 9 10 3 7
9 4 15 8 5 10 11 6
5 11 7 16 1 10 6 12
13 6 7 8 9 2 11 12
5 6 7 8 1 2 3 4

