DESIGN R111
12 30 4 3 4
1 3 7 5
4 6 10 2
8 9 7 6
11 12 10 3
8 11 1 4
9 12 2 5
9 2 3 4
6 11 12 7
10 12 4 8
1 2 9 11
7 8 3 5
6 10 5 1
3 8 9 10
7 9 1 11
12 5 6 1
3 7 2 4
4 5 12 8
10 11 6 2
2 7 8 6
5 10 11 3
2 3 1 12
9 1 8 10
5 6 4 9
12 4 11 7
8 1 2 12
11 4 5 9
1 4 3 6
2 5 7 10
3 6 8 11
7 10 9 12
