DESIGN R177
14 14 7 7 2
1 8 10 9 3 2 4
11 1 8 2 9 3 10
6 13 1 8 2 5 12
12 6 9 1 8 13 5
4 11 5 7 1 8 14
14 4 11 12 7 1 8
7 14 13 3 6 10 1
8 10 6 13 14 7 3
2 9 3 5 12 14 7
10 12 7 14 5 9 2
9 7 2 6 13 4 11
13 2 14 11 4 6 9
3 5 12 4 10 11 6
5 3 4 10 11 12 13
