DESIGN R52
6 18 3 2 3
1 2 3
4 5 6
3 1 4
5 6 2
6 3 1 
2 4 5
1 5 2
3 4 6
4 1 5
6 2 3
5 6 1
2 3 4
3 5 2
1 4 6
4 3 5
6 2 1
5 6 3
2 1 4
