DESIGN S61
16 6 8 4 4
1 5 9 13 2 6 10 14
3 7 11 15 4 8 12 16
1 5 9 13 3 7 11 15
2 6 10 14 4 8 12 16
1 5 9 13 4 8 12 16
2 6 10 14 3 7 11 15
