DESIGN R114
15 15 4 5 3
2 4 5 13
3 5 6 14
4 6 7 15
5 7 8 1
6 8 9 2
7 9 10 3
8 10 11 4
9 11 12 5
10 12 13 6
11 13 14 7
12 14 15 8
13 15 1 9
14 1 2 10
15 2 3 11
1 3 4 12
