DESIGN R145
12 12 5 4 3
1 2 4 6 7
2 3 5 7 8
3 4 6 8 9
4 5 7 9 10
5 6 8 10 11
6 7 9 11 12
7 8 10 12 1
8 9 11 1 2
9 10 12 2 3
10 11 1 3 4
11 12 2 4 5
12 1 3 5 6
