DESIGN S86
18 10 9 6 3
1 7 13 2 8 14 3 9 15
1 7 13 2 8 14 4 10 16
1 7 13 3 9 15 6 12 18
1 7 13 4 10 16 5 11 17
1 7 13 5 11 17 6 12 18
2 8 14 3 9 15 5 11 17
2 8 14 4 10 16 6 12 18
2 8 14 5 11 17 6 12 18
3 9 15 4 10 16 5 11 17
3 9 15 4 10 16 6 12 18
