DESIGN SR37
8 12 4 4 2
1 4 6 7
3 5 6 8
2 5 7 8
1 3 6 8
1 2 4 7
2 3 4 5
1 2 3 4
1 2 3 8
3 4 5 6
4 5 6 7
1 6 7 8
2 5 7 8
