DESIGN R48
6 16 3 3 2
1 2 3
1 5 6
2 4 6
3 5 4
1 4 2
3 5 6
1 4 5
2 3 6
1 3 4
2 5 6
1 4 6
2 5 3
1 2 5
3 4 6
1 3 6
2 4 5
