DESIGN S52
10 10 8 5 2
1 6 2 7 3 8 4 9
2 7 3 8 4 9 5 10
3 8 4 9 5 10 1 6
4 9 5 10 1 6 2 7
5 10 1 6 2 7 3 8
6 1 7 2 8 3 9 4
7 2 8 3 9 4 10 5
8 3 9 4 10 5 6 1
9 4 10 5 6 1 7 2
10 5 6 1 7 2 8 3
