DESIGN SR106
20 12 10 10 2
11 12 3 14 15 16 7 8 9 20
16 12 13 4 15 1 17 8 9 10
11 2 13 17 5 16 14 18 9 10
1 12 3 14 15 6 17 18 19 10
1  2 13 4 16 15 7 18 19 20
1 2 3 14 5 16 17 8 19 20
4 17 18 9 20 11 2 3 6 15
16 7 18 19 10 11 12 3 4 5
11 17 8 19 20 6 12 13 4 5
6 7 18 9 20 1 12 13 14 5
6 7 8 19 10 11 2 13 14 15
6 5 8 9 10 1 2 3 4  7
