DESIGN R153
1 2 5 10 12
2 3 6 11 13
3 4 7 12 14
4 5 8 13 15
5 6 9 14 16
6 7 10 15 17
7 8 11 16 18
8 9 12 17 19
9 10 13 18 20
10 11 14 19 21
11 12 15 20 22
12 13 16 21 23
13 14 17 22 24
14 15 18 23 1
15 16 19 24 2
16 17 20 1 3
17 18 21 2 4
18 19 22 3 5
19 20 23 4 6
20 21 24 5 7
21 22 1 6 8
22 23 2 7 9
23 24 3 8 10
24 1  4 9 11
