DESIGN S110
22 11 10 11 2
1 12 4 15 5 16 9 20 3 14
2 13 5 16 6 17 10 21 4 15
3 14 6 17 7 18 11 22 5 16
4 15 7 18 8 19 1 12 6 17
5 16 8 19 9 20 2 13 7 18
6 17 9 20 10 21 3 14 8 19
7 18 10 21 11 22 4 15 9 20
8 19 11 22 1 12 5 16 10 21
9 20 1 12 2 13 6 17 11 22
10 21 2 13 3 14 7 18 1 12
11 22 3 14 4 15 8 19 2 13
