DESIGN SR99
18 12 9 9 2
10 11 3 9 8 15 7 14 13
1 16 12 4 14 8 11 15 9
10 2 12 13 5 15 16 17 9
1 11 6 13 14 3 16 17 18
17 14 15 7 4 12 1 2 18
13 5 15 16 2 18 1 8 3
4 14 6 16 17 9 10 2 3
4 5 3 7 17 18 10 11 15
16 8 18 10 11 5 4 12 6
13 17 9 1 11 12 7 5 6
7 8 18 10 2 6 13 14 12
7 2 9 1 6 3 4 5 8
