DESIGN R139
10 10 5 5 2
1 2 3 6 8
2 3 4 7 9
3 4 5 8 10
4 5 6 9 1
5 6 7 10 2
6 7 8 1 3
7 8 9 2 4
8 9 10 3 5
9 10 1 4 6
10 1 2 5 7
