DESIGN S37
18 12 6 9 2
1 10 4 13 7 16
2 11 5 14 8 17
3 12 6 15 9 18
2 11 3 12 4 13
5 14 6 15 7 16
8 17 9 18 1 10
3 12 1 10 5 14
6 15 4 13 8 17
9 18 7 16 2 11
1 10 2 11 6 15
4 13 5 14 9 18
7 16 8 17 3 12
