DESIGN S11
12 15 4 6 2
1 7 2 8
3 9 4 10
5 11 6 12
1 7 4 10
2 8 5 11
3 9 6 12
1 7 6 12
2 8 4 10
3 9 5 11
1 7 3 9
2 8 6 12
4 10 5 11
1 7 5 11
2 8 3 9
4 10 6 12
