DESIGN S98
12 6 10 6 2
1 7 2 8 3 9 4 10 5 11
2 8 3 9 4 10 5 11 6 12
3 9 4 10 5 11 6 12 1 7
4 10 5 11 6 12 1 7 2 8
5 11 6 12 1 7 2 8 3 9
6 12 1 7 2 8 3 9 4 10
