DESIGN S65
18 18 8 9 2
1 10 2 11 3 12 4 13
6 15 1 10 2 11 5 14
7 16 8 17 1 10 2 11
5 14 3 12 7 16 1 10
10 1 6 15 8 17 13 4
15 6 10 1 12 3 9 18
9 18 4 13 10 1 8 17
18 9 5 14 16 7 10 1
2 11 12 3 17 8 18 9
4 13 11 2 9 18 14 5
16 7 9 18 11 2 6 15
11 2 7 16 4 13 3 12
8 17 15 6 5 14 11 2
3 12 14 5 18 9 17 8
13 4 18 9 15 6 16 7
12 3 13 4 14 5 15 6
17 8 16 7 6 15 12 3
14 5 17 8 13 4 7 16
