DESIGN R140
10 14 5 5 2
1 2 5 6 10
1 6 7 8 9
1 3 5 6 8
1 4 6 9 10
1 2 3 7 9
1 2 4 5 7
1 3 4 8 10
2 3 6 7 10
2 4 6 7 8
3 4 5 6 9
2 3 4 8 9
2 5 8 9 10
3 5 7 8 10
4 5 7 9 10
