DESIGN R109
12 12 4 6 2
1 2 5 7
2 3 6 8
3 4 7 9
4 5 8 10
5 6 9 11
6 7 10 12
7 8 11 1
8 9 12 2
9 10 1 3
10 11 2 4
11 12 3 5
12 1 4 6
