DESIGN R175
12 12 7 6 2
1 2 3 4 6 7 11
2 3 4 5 7 8 12
3 4 5 6 8 9 1
4 5 6 7 9 10 2
5 6 7 8 10 11 3
6 7 8 9 11 12 4
7 8 9 10 12 1 5
8 9 10 11 1 2 6
9 10 11 12 2 3 7
10 11 12 1 3 4 8
11 12 1 2 4 5 9
12 1 2 3 5 6 10
