DESIGN S29
12 12 6 4 3
1 2 5 6 9 10
3 4 7 8 11 12
9 11 1 3 5 7
10 12 2 4 6 8
5 8 9 12 1 4
6 7 10 11 2 3
2 1 6 5 10 9
4 3 8 7 12 11
11 9 3 1 7  5
12 10 4 2 8 6
8 5 12 9 4 1
7 6 11 10 3 2
