DESIGN R144
12 12 5 6 2
1 2 4 9 12
2 3 5 10 1
3 4 6 11 2
4 5 7 12 3
5 6 8 1  4
6 7 9 2  5
7 8 10 3 6
8 9 11 4 7
9 10 12 5 8
10 11  1 6 9
11 12  2 7 10
12 1  3 8 11
