DESIGN S59
14 7 8 7 2 
7 14 6 13 5 12 3 10
1 8 7 14 6 13 4 11
2 9 1 8 7 14 5 12
3 10 2 9 1 8 6 13
4 11 3 10 2 9 7 14
5 12 4 11 3 10 1 8
6 13 5 12 4 11 2 9
