DESIGN SR55
10 20 5 5 2 
4 2 3 1 5
6 7 3 10 4
7 1 4 5 8
2 8 6 5 9
3 9 10 7 6
8 4 10 7 1
5 9 1 8 2
1 10 9 2 3
4 3 1 2 10
5 6 2 3 4
1 7 5 4 3
6 2 8 4 5
7 3 5 9 1
2 8 4 10 6
3 5 9 6 7
8 4 7 6 10
9 5 6 8 7
9 10 7 1 8
10 1 8 9 2
10 6 2 3 9
