DESIGN R 39
12 54 2 4 3
1 2
3 4
5 6
7 8
9 10
11 12
1 7
2 8
3 9
4 10
5 11
6 12
1 8
2 7
3 12
4 9
5 10
6 11
1 3
2 4
5 7
6 8
9 11
10 12
9 12
1 10
2 11
3 8
4 5
6 7
1 11
2 12
3 10
4 7
5 8
6 9
1 4
2 5
3 6
7 12
8 9
10 11
1 6
2 3
4 11
5 12
7 9
8 10
1 12
2 9
3 5
4 6
7 10
8 11
